course_code,course_title,section,grades_count,avg_gpa,std_dev,median_gpa,pct_A,pct_B,pct_C,pct_D,pct_F,pct_P,pct_I,pct_AU,pct_W_AW,letters_count,term,faculty
SPA 102,Beginning Spanish II,1L,24,3.56,0.38,3.67,62.5,33.3,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Arturo Bellido
SPA 102,Beginning Spanish II,2L,23,3.49,0.44,3.67,54.2,41.7,0.0,0.0,0.0,0.0,0.0,0.0,4.2,24,SP2025,Arturo Bellido
SPA 202,Intermediate Spanish II,1L,22,3.41,0.46,3.33,40.9,54.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,22,SP2025,Edyta Denst-Garcia
SPA 202,Intermediate Spanish II,2L,20,3.57,0.36,3.67,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Edyta Denst-Garcia
SPA 202,Intermediate Spanish II,3L,10,3.57,0.28,3.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,SP2025,Arturo Bellido
SPA 311,Colloquial Spanish,1S,15,3.4,0.66,3.67,44.4,33.3,5.6,0.0,0.0,0.0,0.0,11.1,5.6,18,SP2025,Edyta Denst-Garcia
SPA 351/WLL 351,Literature and Film of the Postcolonial World,1L,33,3.11,0.96,3.33,35.3,50.0,5.9,0.0,5.9,0.0,2.9,0.0,0.0,34,SP2025,Jenni Lehtinen
WLL 110,Introduction to Literary Studies,1L,96,2.98,0.86,3.16,24.8,53.5,11.9,1.0,4.0,0.0,0.0,0.0,5.0,101,SP2025,Ivan Delazari
WLL 211,World Literature II: from the 18th to the 20th century,1L,33,3.54,0.78,4.0,63.6,30.3,3.0,0.0,3.0,0.0,0.0,0.0,0.0,33,SP2025,Maria Rybakova
WLL 248,Survey of Soviet Literature and Culture,1L,31,2.41,1.11,2.33,25.0,15.6,34.4,21.9,0.0,0.0,0.0,0.0,3.1,32,SP2025,Yuliya Kozitskaya
WLL 359,Terror and Perfection: Soviet Female Writers and Poets,1L,30,2.98,1.1,3.16,43.3,23.3,20.0,13.3,0.0,0.0,0.0,0.0,0.0,30,SP2025,Yuliya Kozitskaya
WLL 399,Independent Study,1L,17,3.61,0.41,3.67,45.5,31.8,0.0,0.0,0.0,0.0,0.0,18.2,4.5,22,SP2025,Florian Kuechler
WLL 412,Poetic Personae,1L,23,3.73,0.34,3.67,75.0,20.8,0.0,0.0,0.0,0.0,0.0,4.2,0.0,24,SP2025,Maria Rybakova
WLL 499,"Languages, Linguistics, and Literatures Capstone II",1CP,19,3.49,0.64,3.67,60.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,20,SP2025,Eva-Marie Dubuisson
PLS 101,Introduction to Political Science,1L,88,3.16,0.57,3.33,20.2,74.2,1.1,2.2,1.1,0.0,0.0,0.0,1.1,89,SP2025,Neil Collins
PLS 102,The Political Challenges of Technologies and Science: An Introduction,1L,31,2.46,0.99,2.67,11.8,35.3,29.4,8.8,5.9,0.0,0.0,0.0,8.8,34,SP2025,Jean-Francois Caron
PLS 120,Introduction to Political Theory,1L,65,2.33,0.99,2.67,5.7,44.3,22.9,14.3,5.7,0.0,0.0,1.4,5.7,70,SP2025,Jean-Francois Caron
PLS 140,Introduction to Comparative Politics,1L,111,2.86,0.62,3.0,15.8,49.2,26.7,0.8,0.0,0.0,0.0,0.0,7.5,120,SP2025,Alexei Trochev
PLS 150,Introduction to International Relations,1L,118,2.41,0.99,2.33,13.3,33.3,35.8,10.8,5.0,0.0,0.0,0.0,1.7,120,SP2025,Bimal Adhikari
PLS 210,Political Science Research Methods,1L,29,2.78,0.91,3.0,10.0,70.0,10.0,0.0,6.7,0.0,0.0,0.0,3.3,30,SP2025,Dinara Pisareva
PLS 210,Political Science Research Methods,1L,29,2.78,0.91,3.0,10.0,70.0,10.0,0.0,6.7,0.0,0.0,0.0,3.3,30,SP2025,Andrey Semenov
PLS 211,Quantitative Methods,1L,25,1.95,0.66,2.0,0.0,15.4,65.4,11.5,3.8,0.0,0.0,0.0,3.8,26,SP2025,Ho Koh
PLS 312,Public Opinion and Elections,1L,16,3.4,0.37,3.33,31.2,68.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Andrey Semenov
PLS 329,Anarchy,1L,10,3.27,1.17,3.67,60.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,10,SP2025,Brian Smith
PLS 341,Politics of Development,1L,16,2.56,0.78,2.67,12.5,43.8,37.5,6.2,0.0,0.0,0.0,0.0,0.0,16,SP2025,Karol Czuba
PLS 345,"Revolutions, Social Movements, and Contentious Politics",1L,16,4.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Dinara Pisareva
PLS 345,"Revolutions, Social Movements, and Contentious Politics",1L,16,4.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,SP2025,Andrey Semenov
PLS 351,International Political Economy,1L,17,3.02,0.57,3.0,23.5,58.8,17.6,0.0,0.0,0.0,0.0,0.0,0.0,17,SP2025,Maja Savevska
PLS 355,European Union: Institutions and Policies,1L,17,3.02,0.57,3.0,23.5,64.7,11.8,0.0,0.0,0.0,0.0,0.0,0.0,17,SP2025,Maja Savevska
PLS 356,International Politics of the Korean Peninsula,1L,15,3.02,0.37,3.0,6.7,86.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,15,SP2025,Ho Koh
PLS 361,Memory Politics in East Asia,1L,15,2.8,1.01,3.0,31.2,31.2,25.0,0.0,6.2,0.0,0.0,0.0,6.2,16,SP2025,Berikbol Dukeyev
PLS 362,"Science, Technology and International Affairs",1L,17,3.12,0.39,3.33,11.8,76.5,11.8,0.0,0.0,0.0,0.0,0.0,0.0,17,SP2025,Sabina Insebayeva
PLS 392,Politics of China,1L,19,3.56,0.35,3.67,63.2,36.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,SP2025,Neil Collins
PLS 395,Independent Study,1L,5,4.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,SP2025,Neil Collins
PLS 435,Political Polarization in Democracies,1L,5,3.33,0.41,3.33,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,SP2025,Chunho Park
PLS 439,Politics of the Internet,1L,7,2.24,1.15,2.33,0.0,42.9,42.9,0.0,14.3,0.0,0.0,0.0,0.0,7,SP2025,Karol Czuba
PLS 441,Advanced Topics in Comparative Politics,1L,11,3.24,0.45,3.33,27.3,72.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,SP2025,Elmira Joldybayeva
PLS 448,Comparative Electoral System,1L,9,2.19,1.46,2.33,22.2,22.2,33.3,0.0,22.2,0.0,0.0,0.0,0.0,9,SP2025,Chunho Park
PLS 459,International Conflict Processes,1S,11,3.61,0.44,3.67,72.7,27.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,SP2025,Chun Young Park
PLS 463,NGO Politics,1L,11,3.55,0.54,3.67,63.6,36.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,SP2025,Chun Young Park
PLS 469,International Relations of Eurasia,1L,11,3.61,0.44,3.67,90.9,0.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,11,SP2025,Sabina Insebayeva
PLS 474,Public Choice and Public Policy,1L,13,3.36,1.07,3.67,69.2,23.1,0.0,0.0,7.7,0.0,0.0,0.0,0.0,13,SP2025,Jessica Neafie
ANT 110,Introduction to Sociocultural Anthropology,1L,152,3.36,0.75,3.67,52.3,39.4,3.2,0.6,2.6,0.0,0.0,0.0,1.9,155,SP2025,Ulan Bigozhin
ANT 160,Introduction to Biological Anthropology,1L,72,2.25,1.08,2.5,6.6,40.8,27.6,7.9,11.8,0.0,0.0,0.0,5.3,76,SP2025,Abay Namen
ANT 214/SOC 214,Qualitative Methods,1S,23,2.93,1.25,3.33,28.0,48.0,4.0,0.0,12.0,0.0,0.0,0.0,8.0,25,SP2025,Karina Matkarimova
ANT 222/SOC 222,Approaches to Global Development,1L,28,3.0,0.75,3.0,21.4,67.9,7.1,0.0,3.6,0.0,0.0,0.0,0.0,28,SP2025,Philipp Schroeder
ANT 270,Anthropology of Warfare,1L,23,3.38,0.54,3.33,47.8,43.5,8.7,0.0,0.0,0.0,0.0,0.0,0.0,23,SP2025,Ulan Bigozhin
ANT 286,Nomads: Around the world and through time,1L,25,2.68,0.97,2.67,24.0,36.0,28.0,8.0,4.0,0.0,0.0,0.0,0.0,25,SP2025,Paula Dupuy
ANT 331,Archaeology of Power and Inequality,1L,14,2.67,1.42,3.16,35.7,28.6,14.3,7.1,14.3,0.0,0.0,0.0,0.0,14,SP2025,Paula Dupuy
ANT 386/SOC 386,Social Challenges of Climate Change,1L,24,2.44,1.12,2.67,15.4,34.6,26.9,7.7,7.7,0.0,3.8,0.0,3.8,26,SP2025,Matvey Lomonosov
ANT 399,Special Topics in Anthropology,1IS,19,3.26,0.55,3.33,40.0,45.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,20,SP2025,Russell Zanca
ANT 420,Materiality and Eurasian Society,1S,7,2.95,1.46,3.67,71.4,0.0,14.3,0.0,14.3,0.0,0.0,0.0,0.0,7,SP2025,Paula Dupuy
ANT 440,Skeletal Materials for Archaeologists,1L,10,3.3,0.51,3.34,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10,SP2025,Reed Coil
ANT 481,Anthropology of Entrepreneurship,1S,14,3.05,0.96,3.16,20.0,66.7,0.0,0.0,6.7,0.0,0.0,0.0,6.7,15,SP2025,Philipp Schroeder
ANT 499,Capstone Seminar II,1S,5,3.53,0.38,3.67,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,SP2025,Dana Burkhanova
SOC 101,Introduction to Sociology,1L,104,2.98,1.05,3.33,39.3,38.3,11.2,0.9,7.5,0.0,0.0,0.0,2.8,107,SP2025,Karina Matkarimova
SOC 101,Introduction to Sociology,1L,104,2.98,1.05,3.33,39.3,38.3,11.2,0.9,7.5,0.0,0.0,0.0,2.8,107,SP2025,Ana Cristina Henriques Marques
SOC 201,Social Science Research Methods,2L,23,3.06,0.66,3.33,21.4,50.0,7.1,3.6,0.0,0.0,0.0,0.0,17.9,28,SP2025,Katherine Erdman
SOC 201,Social Science Research Methods,3L,24,3.19,0.64,3.33,30.8,50.0,7.7,3.8,0.0,0.0,0.0,0.0,7.7,26,SP2025,Katherine Erdman
SOC 203,Quantitative Methods in Sociology,1L,21,2.54,0.79,2.67,8.0,40.0,32.0,0.0,4.0,0.0,0.0,0.0,16.0,25,SP2025,Jessica Neafie
SOC 203,Quantitative Methods in Sociology,2L,20,2.57,0.73,2.67,8.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,20.0,25,SP2025,Jessica Neafie
SOC 210,Gender and Society,1L,27,3.36,0.6,3.67,51.7,27.6,13.8,0.0,0.0,0.0,0.0,0.0,6.9,29,SP2025,Ana Cristina Henriques Marques
SOC 213,Work and Society,1L,26,3.04,0.61,3.0,25.9,44.4,25.9,0.0,0.0,0.0,0.0,0.0,3.7,27,SP2025,Karina Matkarimova
SOC 221,International Migration,1L,24,3.35,0.51,3.33,36.0,56.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,25,SP2025,Saltanat Akhmetova
SOC 301,Classical Sociological Theory,1L,21,2.73,0.48,2.67,4.3,69.6,13.0,4.3,0.0,0.0,0.0,0.0,8.7,23,SP2025,Mikhail Sokolov
SOC 317,Economy and Society,1L,22,2.29,1.02,2.33,4.0,36.0,32.0,8.0,8.0,0.0,0.0,0.0,12.0,25,SP2025,Matvey Lomonosov
SOC 318,Sexuality and Gender in a Transnational World,1L,24,3.11,1.03,3.67,48.1,18.5,14.8,3.7,3.7,0.0,0.0,7.4,3.7,27,SP2025,Ana Cristina Henriques Marques
SOC 320,Organized Crime and Corruption,1L,24,3.08,0.78,3.33,24.0,60.0,8.0,0.0,4.0,0.0,0.0,0.0,4.0,25,SP2025,Gavin Slade
SOC 322,Digital Media Research Methods,1L,26,2.91,0.54,3.0,7.4,74.1,14.8,0.0,0.0,0.0,0.0,3.7,0.0,27,SP2025,Dana Burkhanova
SOC 410,Violence Against Women: An Intersectional Approach,1L,25,3.47,0.31,3.33,46.2,50.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8,26,SP2025,Saltanat Akhmetova
SOC 416,Sociology of Punishment,1L,25,3.03,0.88,3.33,32.0,44.0,20.0,0.0,4.0,0.0,0.0,0.0,0.0,25,SP2025,Gavin Slade
SOC 420,Applied Policy Analysis: Tools and Perspectives,1L,25,3.44,0.43,3.33,48.0,48.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,25,SP2025,Carlos Abaunza
SOC 425,Modern Sociological Theory,1L,18,2.93,0.53,3.0,15.8,52.6,26.3,0.0,0.0,0.0,0.0,0.0,5.3,19,SP2025,Mikhail Sokolov
SOC 499,Capstone Seminar II,1S,14,3.36,0.46,3.33,33.3,53.3,6.7,0.0,0.0,0.0,0.0,0.0,6.7,15,SP2025,Dana Burkhanova
PLS 204/ANT 204,Capitalism in Crisis,1L,24,3.56,0.45,3.67,56.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25,SP2025,Alima Bissenova
ANT 215/REL 215,What is Islam? Anthropological Perspectives,1L,24,3.32,0.79,3.33,44.0,48.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,25,SP2025,Russell Zanca
HST 245/WLL 245,Global History of Travel and Travel Literature,1L,31,3.12,0.81,3.33,33.3,45.5,12.1,0.0,3.0,0.0,0.0,0.0,6.1,33,SP2025,Curtis Murphy
HST 274/WLL 274,Texts and Contexts,1L,32,2.79,1.19,3.16,34.4,37.5,12.5,6.2,9.4,0.0,0.0,0.0,0.0,32,SP2025,Amanda Murphy
HST 274/WLL 274,Texts and Contexts,2L,31,3.39,0.66,3.67,54.5,27.3,9.1,3.0,0.0,0.0,0.0,0.0,6.1,33,SP2025,Jenni Lehtinen
HST 380/TUR 380/ANT 380,Linguistic and Cultural Diversity in Contemporary China: From Beijing to Xinjiang,1S,29,3.24,0.54,3.33,34.5,58.6,6.9,0.0,0.0,0.0,0.0,0.0,0.0,29,SP2025,U Kim
HST 441/WLL 441,Utopias in Russian and Soviet Literature,1L,21,2.92,1.12,3.33,26.1,43.5,13.0,0.0,8.7,0.0,0.0,0.0,8.7,23,SP2025,Amanda Murphy
PHIL 431/PLS 420,Human Rights and Cultural Differences,1L,13,2.49,0.87,2.67,7.1,50.0,14.3,21.4,0.0,0.0,0.0,0.0,7.1,14,SP2025,Siegfried Van Duffel
SSH 300,School of Sciences and Humanities Internship,1Int,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,95.6,0.0,0.0,0.0,45,SP2025,Daniel Beben
TUR 280/LING 280,Introduction to Turkic Historical and Comparative Linguistics,1L,29,3.63,0.56,4.0,69.0,27.6,3.4,0.0,0.0,0.0,0.0,0.0,0.0,29,SP2025,Wulidanayi Jumabay
WCS 150,Rhetoric and Composition,1L,19,2.49,0.9,2.67,10.0,40.0,40.0,0.0,5.0,0.0,0.0,0.0,5.0,20,SP2025,Adam Hefty
WCS 150,Rhetoric and Composition,2L,20,2.95,1.03,3.33,35.0,35.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,20,SP2025,Adam Hefty
WCS 150,Rhetoric and Composition,3L,19,2.0,1.31,2.0,15.0,15.0,45.0,0.0,20.0,0.0,0.0,0.0,5.0,20,SP2025,Christina Decoursey
WCS 150,Rhetoric and Composition,4L,19,1.91,1.4,1.67,15.0,20.0,25.0,15.0,20.0,0.0,0.0,0.0,5.0,20,SP2025,Christina Decoursey
WCS 150,Rhetoric and Composition,5L,19,3.25,0.6,3.33,45.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,5.0,20,SP2025,Gamze Oncul
WCS 150,Rhetoric and Composition,6L,20,3.17,0.68,3.33,30.0,45.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Gamze Oncul
WCS 150,Rhetoric and Composition,7L,20,3.03,0.68,3.16,30.0,50.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Gamze Oncul
WCS 150,Rhetoric and Composition,8L,18,2.83,0.59,3.0,10.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,10.0,20,SP2025,Bellido Languasco
WCS 150,Rhetoric and Composition,9L,19,2.74,0.91,3.0,15.0,55.0,15.0,5.0,5.0,0.0,0.0,0.0,5.0,20,SP2025,Bellido Languasco
WCS 150,Rhetoric and Composition,10L,19,2.82,1.12,3.33,20.0,55.0,10.0,0.0,10.0,0.0,0.0,0.0,5.0,20,SP2025,Bellido Languasco
WCS 150,Rhetoric and Composition,11L,19,2.91,1.35,3.33,35.0,40.0,5.0,0.0,15.0,0.0,0.0,0.0,5.0,20,SP2025,Ian Albert Peterkin Jr
WCS 150,Rhetoric and Composition,12L,17,2.31,1.54,2.67,35.3,23.5,11.8,5.9,23.5,0.0,0.0,0.0,0.0,17,SP2025,Ian Albert Peterkin Jr
WCS 150,Rhetoric and Composition,13L,12,2.67,1.1,3.0,15.4,53.8,7.7,7.7,7.7,0.0,0.0,0.0,7.7,13,SP2025,Jane Hoelker
WCS 150,Rhetoric and Composition,14L,14,2.62,1.17,3.0,0.0,68.8,6.2,0.0,12.5,0.0,0.0,0.0,12.5,16,SP2025,Jane Hoelker
WCS 150,Rhetoric and Composition,15L,20,3.13,0.7,3.33,40.0,50.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Jane Hoelker
WCS 150,Rhetoric and Composition,16L,14,3.14,0.41,3.33,10.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,30.0,20,SP2025,Michael Jones
WCS 150,Rhetoric and Composition,17L,17,2.78,0.66,3.0,5.0,55.0,25.0,0.0,0.0,0.0,0.0,0.0,15.0,20,SP2025,Michael Jones
WCS 150,Rhetoric and Composition,18L,18,2.96,0.59,3.0,5.0,80.0,0.0,5.0,0.0,0.0,0.0,0.0,10.0,20,SP2025,Michael Jones
WCS 150,Rhetoric and Composition,19L,19,3.19,0.63,3.33,36.8,52.6,10.5,0.0,0.0,0.0,0.0,0.0,0.0,19,SP2025,Olga Campbell-Thomson
WCS 150,Rhetoric and Composition,20L,20,3.38,0.42,3.33,45.0,50.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Olga Campbell-Thomson
WCS 150,Rhetoric and Composition,21L,20,3.32,0.55,3.33,40.0,55.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Olga Campbell-Thomson
WCS 150,Rhetoric and Composition,22L,20,3.07,0.74,3.33,40.0,35.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Shahreen Binti Mat Nayan
WCS 150,Rhetoric and Composition,23L,19,3.04,0.92,3.33,35.0,40.0,15.0,0.0,5.0,0.0,0.0,0.0,5.0,20,SP2025,Thomas Duke
WCS 150,Rhetoric and Composition,23L,19,3.04,0.92,3.33,35.0,40.0,15.0,0.0,5.0,0.0,0.0,0.0,5.0,20,SP2025,Spencer Harrison
WCS 150,Rhetoric and Composition,24L,20,3.07,0.9,3.33,35.0,50.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,20,SP2025,Thomas Duke
WCS 150,Rhetoric and Composition,24L,20,3.07,0.9,3.33,35.0,50.0,10.0,0.0,5.0,0.0,0.0,0.0,0.0,20,SP2025,Spencer Harrison
WCS 150,Rhetoric and Composition,25L,20,3.47,0.37,3.67,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Thomas Duke
WCS 150,Rhetoric and Composition,25L,20,3.47,0.37,3.67,60.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Spencer Harrison
WCS 150,Rhetoric and Composition,26L,19,3.25,0.9,3.33,42.1,47.4,5.3,0.0,5.3,0.0,0.0,0.0,0.0,19,SP2025,Thomas Duke
WCS 150,Rhetoric and Composition,27L,19,2.82,1.36,3.33,40.0,30.0,10.0,0.0,15.0,0.0,0.0,0.0,5.0,20,SP2025,Nicholas Walmsley
WCS 150,Rhetoric and Composition,28L,20,2.9,1.12,3.16,30.0,55.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,20,SP2025,Nicholas Walmsley
WCS 150,Rhetoric and Composition,29L,20,3.08,0.53,3.0,20.0,70.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Nicholas Walmsley
WCS 150,Rhetoric and Composition,30L,20,3.37,0.39,3.33,30.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Marina Zaffari
WCS 150,Rhetoric and Composition,31L,9,2.96,1.23,3.0,44.4,44.4,0.0,0.0,11.1,0.0,0.0,0.0,0.0,9,SP2025,Marina Zaffari
WCS 150,Rhetoric and Composition,32L,20,2.98,0.64,3.0,15.0,70.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Elizabeth Abele
WCS 150,Rhetoric and Composition,33L,20,2.93,0.5,3.0,5.0,75.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Elizabeth Abele
WCS 150,Rhetoric and Composition,34L,18,2.94,0.73,3.0,26.3,47.4,15.8,5.3,0.0,0.0,0.0,0.0,5.3,19,SP2025,Elizabeth Abele
WCS 150,Rhetoric and Composition,35L,20,3.22,0.46,3.33,30.0,60.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,James Nielsen
WCS 150,Rhetoric and Composition,36L,20,3.33,0.45,3.5,50.0,40.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,James Nielsen
WCS 150,Rhetoric and Composition,37L,20,3.02,1.03,3.5,50.0,20.0,25.0,0.0,5.0,0.0,0.0,0.0,0.0,20,SP2025,James Nielsen
WCS 150,Rhetoric and Composition,38L,20,3.33,0.38,3.33,40.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,SP2025,Thomas Carl Hughes
WCS 150,Rhetoric and Composition,39L,20,2.93,1.06,3.33,25.0,60.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,20,SP2025,Thomas Carl Hughes
WCS 150,Rhetoric and Composition,40L,19,3.02,0.81,3.33,15.0,70.0,5.0,0.0,5.0,0.0,0.0,0.0,5.0,20,SP2025,Tiffany Moore
WCS 150,Rhetoric and Composition,41L,19,2.82,1.17,3.33,20.0,50.0,10.0,5.0,10.0,0.0,0.0,0.0,5.0,20,SP2025,Yamen Rahvan
WCS 150,Rhetoric and Composition,42L,18,2.63,1.17,3.0,20.0,45.0,10.0,5.0,10.0,0.0,0.0,0.0,10.0,20,SP2025,Zhanar Kabylbekova
WCS 200,Introduction to Public Speaking,1L,24,3.5,0.31,3.5,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Adina-Camelia Arvatu
WCS 200,Introduction to Public Speaking,2L,24,3.25,0.36,3.33,29.2,66.7,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Samira Esat
WCS 200,Introduction to Public Speaking,3L,24,3.36,0.41,3.33,33.3,62.5,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Samira Esat
WCS 200,Introduction to Public Speaking,5L,24,3.25,0.31,3.33,20.8,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Thomas Carl Hughes
WCS 200,Introduction to Public Speaking,6L,25,3.13,0.81,3.33,40.0,52.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,25,SP2025,Thomas Duke
WCS 200,Introduction to Public Speaking,7L,24,3.43,0.35,3.5,50.0,45.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Tiffany Moore
WCS 200,Introduction to Public Speaking,8L,24,3.61,0.4,3.67,66.7,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Tiffany Moore
WCS 200,Introduction to Public Speaking,9L,23,3.43,0.55,3.67,50.0,37.5,8.3,0.0,0.0,0.0,0.0,0.0,4.2,24,SP2025,Bellido Languasco
WCS 200,Introduction to Public Speaking,10L,22,3.24,0.45,3.33,25.0,62.5,4.2,0.0,0.0,0.0,0.0,0.0,8.3,24,SP2025,Samira Esat
WCS 205,Intercultural Communication,1L,29,3.19,0.76,3.33,30.0,56.7,6.7,0.0,3.3,0.0,0.0,0.0,3.3,30,SP2025,Marilyn Plumlee
WCS 210,Technical and Professional Writing,1L,24,3.29,0.89,3.67,52.0,32.0,8.0,0.0,4.0,0.0,0.0,0.0,4.0,25,SP2025,Shahreen Binti Mat Nayan
WCS 210,Technical and Professional Writing,2L,24,3.54,0.34,3.67,62.5,37.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Carlos Abaunza
WCS 210,Technical and Professional Writing,3L,24,3.14,0.79,3.5,48.0,28.0,12.0,8.0,0.0,0.0,0.0,0.0,4.0,25,SP2025,Carlos Abaunza
WCS 210,Technical and Professional Writing,4L,24,3.12,0.44,3.33,8.3,83.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Bakhtiar Naghdipour
WCS 210,Technical and Professional Writing,5L,24,3.42,0.49,3.5,50.0,41.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Shahreen Binti Mat Nayan
WCS 210,Technical and Professional Writing,6L,24,3.19,0.26,3.16,12.5,87.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Shane Coates
WCS 210,Technical and Professional Writing,7L,24,3.24,0.36,3.33,25.0,70.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Shane Coates
WCS 210,Technical and Professional Writing,8L,24,3.08,0.28,3.0,4.2,95.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Shane Coates
WCS 230,"Say What you Mean: Clarity, Precision, and Style in Academic Writing",1L,24,2.99,0.83,3.16,29.2,45.8,16.7,8.3,0.0,0.0,0.0,0.0,0.0,24,SP2025,Jeffrey Carney
WCS 230,"Say What you Mean: Clarity, Precision, and Style in Academic Writing",2L,22,2.82,1.01,3.0,16.7,58.3,8.3,0.0,8.3,0.0,0.0,0.0,8.3,24,SP2025,Jeffrey Carney
WCS 230,"Say What you Mean: Clarity, Precision, and Style in Academic Writing",3L,24,2.46,1.14,3.0,8.3,54.2,25.0,0.0,12.5,0.0,0.0,0.0,0.0,24,SP2025,Jeffrey Carney
WCS 230,"Say What you Mean: Clarity, Precision, and Style in Academic Writing",5L,24,2.78,0.99,3.0,8.0,68.0,12.0,0.0,8.0,0.0,0.0,0.0,4.0,25,SP2025,Zhanar Kabylbekova
WCS 240,Writing for Digital Media,1L,20,2.58,0.94,2.67,12.5,41.7,20.8,4.2,4.2,0.0,0.0,0.0,16.7,24,SP2025,Brandon Brock
WCS 240,Writing for Digital Media,2L,23,2.64,1.11,3.0,16.7,50.0,16.7,4.2,8.3,0.0,0.0,0.0,4.2,24,SP2025,Brandon Brock
WCS 240,Writing for Digital Media,3L,24,3.36,0.38,3.33,45.8,50.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,James Swider
WCS 240,Writing for Digital Media,4L,24,3.36,0.24,3.33,20.8,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,James Swider
WCS 250,Advanced Rhetoric and Composition,1L,23,2.67,1.04,3.0,16.0,48.0,12.0,12.0,4.0,0.0,0.0,0.0,8.0,25,SP2025,Arlyce Menzies
WCS 250,Advanced Rhetoric and Composition,2L,24,3.06,0.66,3.33,29.2,50.0,20.8,0.0,0.0,0.0,0.0,0.0,0.0,24,SP2025,Arlyce Menzies
